InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
526236,20671,BLUE TEATIME PRINT BOWL ,1,2010-10-10 16:08:00,1.25,14723.0,United Kingdom
534006,22728,ALARM CLOCK BAKELIKE PINK,1,2010-11-19 14:29:00,8.47,,United Kingdom
535958,22791,T-LIGHT GLASS FLUTED ANTIQUE,2,2010-11-29 12:33:00,1.25,16161.0,United Kingdom
526458,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,2010-10-11 15:57:00,0.85,17273.0,United Kingdom
537794,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2010-12-08 13:01:00,1.69,16713.0,United Kingdom
537212,22345,PARTY PIZZA DISH BLUE POLKADOT,12,2010-12-05 15:21:00,0.85,12720.0,Germany
538354,22561,WOODEN SCHOOL COLOURING SET,24,2010-12-10 15:45:00,1.65,16873.0,United Kingdom
526028,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2010-10-08 11:45:00,0.55,16549.0,United Kingdom
528340,21161,KEEP OUT BOYS DOOR HANGER ,2,2010-10-21 14:05:00,1.45,17673.0,United Kingdom
528304,21240,BLUE POLKADOT CUP,8,2010-10-21 12:05:00,0.85,16550.0,United Kingdom
537469,22112,CHOCOLATE HOT WATER BOTTLE,24,2010-12-07 10:43:00,4.25,17720.0,United Kingdom
532051,20978,36 PENCILS TUBE SKULLS,16,2010-11-10 14:16:00,1.25,14911.0,EIRE
526759,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-10-13 10:46:00,2.95,18075.0,United Kingdom
530799,20766,GARDEN PATH SKETCHBOOK,32,2010-11-04 12:31:00,2.95,12497.0,Germany
527428,22398,MAGNETS PACK OF 4 SWALLOWS,6,2010-10-17 16:17:00,1.25,16283.0,United Kingdom
537405,15044B,BLUE PAPER PARASOL ,1,2010-12-06 14:51:00,2.95,17841.0,United Kingdom
534289,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2010-11-22 11:25:00,5.91,,United Kingdom
536634,21679,SKULLS  STICKERS,30,2010-12-02 11:21:00,0.85,18041.0,United Kingdom
536464,22197,SMALL POPCORN HOLDER,5,2010-12-01 12:23:00,0.85,17968.0,United Kingdom
536977,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,7,2010-12-03 14:18:00,0.85,17954.0,United Kingdom
530130,21060,PARTY INVITES BALLOON GIRL,12,2010-11-01 15:28:00,0.85,14911.0,EIRE
536632,21479,WHITE SKULL HOT WATER BOTTLE ,4,2010-12-02 11:02:00,3.75,14388.0,United Kingdom
533533,20974,12 PENCILS SMALL TUBE SKULL,24,2010-11-17 15:24:00,0.65,18172.0,United Kingdom
534870,21806,WHITE CHRISTMAS HEART DECORATION,2,2010-11-24 14:29:00,0.42,17601.0,United Kingdom
534756,21166,COOK WITH WINE METAL SIGN ,2,2010-11-24 10:03:00,4.21,,United Kingdom
531843,48185,DOORMAT FAIRY CAKE,1,2010-11-10 09:34:00,14.43,,United Kingdom
538071,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2010-12-09 14:09:00,0.85,,United Kingdom
534468,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2010-11-23 10:15:00,3.45,17044.0,United Kingdom
532063,21774,DECORATIVE CATS BATHROOM BOTTLE,1,2010-11-10 14:48:00,2.51,,United Kingdom
537641,37370,RETRO COFFEE MUGS ASSORTED,1,2010-12-07 15:32:00,16.13,,United Kingdom
537042,20773,BLUE PAISLEY NOTEBOOK,1,2010-12-05 10:45:00,1.65,13838.0,United Kingdom
526177,22192,BLUE DINER WALL CLOCK,1,2010-10-10 11:33:00,8.5,15708.0,United Kingdom
536778,21422,PORCELAIN ROSE SMALL,16,2010-12-02 15:03:00,0.85,13138.0,United Kingdom
539654,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,4,2010-12-20 17:05:00,3.25,17340.0,United Kingdom
527118,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-10-14 18:02:00,2.95,15717.0,United Kingdom
529766,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,12,2010-10-29 15:04:00,1.25,14490.0,United Kingdom
537142,47566,PARTY BUNTING,1,2010-12-05 12:57:00,4.65,12748.0,United Kingdom
529821,22635,CHILDS BREAKFAST SET DOLLY GIRL ,3,2010-10-31 11:32:00,9.95,13677.0,United Kingdom
531237,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-11-07 10:22:00,2.1,15465.0,United Kingdom
537794,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3,2010-12-08 13:01:00,3.75,16713.0,United Kingdom
526669,20717,STRAWBERRY SHOPPER BAG,4,2010-10-12 15:46:00,1.25,14838.0,United Kingdom
528471,22841,ROUND CAKE TIN VINTAGE GREEN,2,2010-10-22 11:41:00,7.95,16053.0,United Kingdom
530537,22415,WHITE TISSUE REAM,2,2010-11-03 12:49:00,7.95,12748.0,United Kingdom
528868,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,2010-10-25 11:33:00,3.25,15976.0,United Kingdom
537240,22624,IVORY KITCHEN SCALES,1,2010-12-06 10:08:00,16.98,,United Kingdom
526489,22606,WOODEN SKITTLES GARDEN SET,1,2010-10-12 08:51:00,15.95,13971.0,United Kingdom
528445,85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,2010-10-22 11:00:00,4.95,12748.0,United Kingdom
524945,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,2010-10-01 12:27:00,0.85,13566.0,United Kingdom
534176,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,2010-11-21 13:42:00,0.42,17244.0,United Kingdom
534870,21820,GLITTER HEART GARLAND WITH BELLS ,1,2010-11-24 14:29:00,3.75,17601.0,United Kingdom
538421,21739,COSY SLIPPER SHOES SMALL GREEN,1,2010-12-12 12:08:00,2.95,17917.0,United Kingdom
536388,21411,GINGHAM HEART  DOORSTOP RED,3,2010-12-01 09:59:00,4.25,16250.0,United Kingdom
535413,22356,CHARLOTTE BAG PINK POLKADOT,10,2010-11-26 11:34:00,2.51,,United Kingdom
531767,21063,PARTY INVITES JAZZ HEARTS,1,2010-11-09 14:04:00,0.85,17841.0,United Kingdom
525524,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-10-05 17:55:00,2.1,15750.0,United Kingdom
530323,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-11-02 13:36:00,1.25,16255.0,United Kingdom
531728,22632,HAND WARMER RED RETROSPOT,2,2010-11-09 12:07:00,2.1,16223.0,United Kingdom
538877,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12,2010-12-14 15:29:00,4.21,,United Kingdom
531490,20971,PINK BLUE FELT CRAFT TRINKET BOX,6,2010-11-08 15:09:00,1.25,15005.0,United Kingdom
538809,22549,PICTURE DOMINOES,24,2010-12-14 12:17:00,1.45,15514.0,United Kingdom
535092,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-11-25 10:20:00,0.85,13987.0,United Kingdom
526405,21143,ANTIQUE GLASS HEART DECORATION ,1,2010-10-11 13:53:00,4.21,,United Kingdom
538368,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-12-12 10:57:00,3.75,15503.0,United Kingdom
530340,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2010-11-02 14:58:00,2.75,16709.0,United Kingdom
531232,21407,BROWN CHECK CAT DOORSTOP ,2,2010-11-05 17:30:00,4.25,,EIRE
537138,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2010-12-05 12:44:00,3.95,17211.0,United Kingdom
538095,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,2010-12-09 14:55:00,0.85,17097.0,Spain
537815,22867,HAND WARMER BIRD DESIGN,12,2010-12-08 13:49:00,2.1,17676.0,United Kingdom
529503,21584,RETROSPOT SMALL TUBE MATCHES,2,2010-10-28 14:15:00,1.65,16343.0,United Kingdom
534407,22154,ANGEL DECORATION 3 BUTTONS ,10,2010-11-22 14:27:00,0.42,16011.0,United Kingdom
527403,90082A,DIAMANTE BOW BROOCH GREEN COLOUR,3,2010-10-17 14:26:00,6.35,15799.0,United Kingdom
537200,47367B,PAIR PADDED HANGERS PINK CHECK,2,2010-12-05 14:17:00,3.75,15867.0,United Kingdom
530103,22807,SET OF 6 T-LIGHTS TOADSTOOLS,2,2010-11-01 14:11:00,2.95,17190.0,United Kingdom
537608,84949,SILVER HANGING T-LIGHT HOLDER,12,2010-12-07 13:20:00,1.65,15024.0,United Kingdom
528276,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-10-21 11:56:00,4.65,16992.0,United Kingdom
531248,21159,MOODY BOY  DOOR HANGER ,2,2010-11-07 10:59:00,1.45,16444.0,United Kingdom
528089,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2010-10-20 13:12:00,2.95,14449.0,United Kingdom
526405,22419,LIPSTICK PEN RED,1,2010-10-11 13:53:00,0.85,,United Kingdom
526171,21892,TRADITIONAL WOODEN CATCH CUP GAME ,4,2010-10-10 10:49:00,1.25,16444.0,United Kingdom
528647,22189,CREAM HEART CARD HOLDER,1,2010-10-24 12:36:00,3.95,14277.0,France
532087,21055,TOOL BOX SOFT TOY ,6,2010-11-10 15:32:00,8.95,13735.0,United Kingdom
536409,21065,BOOM BOX SPEAKER GIRLS,1,2010-12-01 11:45:00,5.95,17908.0,United Kingdom
539958,22263,FELT EGG COSY LADYBIRD ,4,2010-12-23 13:26:00,0.81,,United Kingdom
537643,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2010-12-07 15:34:00,2.51,,United Kingdom
531732,22653,BUTTON BOX ,10,2010-11-09 12:26:00,1.95,15394.0,United Kingdom
534709,90136,PALE PINK/AMETHYST STONE NECKLACE,1,2010-11-23 16:53:00,10.62,,United Kingdom
527514,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,7,2010-10-18 12:58:00,2.55,16017.0,United Kingdom
535407,22811,SET OF 6 T-LIGHTS CACTI ,2,2010-11-26 11:20:00,5.91,,United Kingdom
538397,22858,EASTER TIN KEEPSAKE,42,2010-12-12 11:44:00,1.65,12753.0,Japan
532055,20684,STRAWBERRY DREAM CHILDS UMBRELLA,3,2010-11-10 14:26:00,3.25,15529.0,United Kingdom
538652,22727,ALARM CLOCK BAKELIKE RED ,2,2010-12-13 15:12:00,3.75,17890.0,United Kingdom
534054,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,3,2010-11-21 10:38:00,2.95,16746.0,United Kingdom
531366,22551,PLASTERS IN TIN SPACEBOY,12,2010-11-07 14:52:00,1.65,14038.0,United Kingdom
536038,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6,2010-11-29 17:11:00,0.85,14130.0,United Kingdom
537126,22331,WOODLAND PARTY BAG + STICKER SET,1,2010-12-05 12:13:00,1.65,18118.0,United Kingdom
535995,22197,SMALL POPCORN HOLDER,9,2010-11-29 13:50:00,0.85,15026.0,United Kingdom
534709,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,2010-11-23 16:53:00,2.51,,United Kingdom
526662,21667,GLASS CAKE COVER AND PLATE,2,2010-10-12 15:09:00,16.95,16551.0,United Kingdom
536532,22494,EMERGENCY FIRST AID TIN ,24,2010-12-01 13:24:00,1.25,12433.0,Norway
525755,21986,PACK OF 12 PINK POLKADOT TISSUES,1,2010-10-07 10:23:00,0.85,,United Kingdom
534579,21427,SKULLS STORAGE BOX SMALL,2,2010-11-23 12:32:00,2.1,14606.0,United Kingdom
539492,22099,CARAVAN SQUARE TISSUE BOX,1,2010-12-20 10:14:00,2.51,,United Kingdom
532419,22616,PACK OF 12 LONDON TISSUES ,2,2010-11-12 09:18:00,0.85,,United Kingdom
536592,22801,ANTIQUE GLASS PEDESTAL BOWL,2,2010-12-01 17:06:00,7.62,,United Kingdom
530829,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2010-11-04 13:32:00,3.75,14447.0,United Kingdom
525366,22554,PLASTERS IN TIN WOODLAND ANIMALS,6,2010-10-05 11:34:00,1.65,17019.0,United Kingdom
526915,21208,PASTEL COLOUR HONEYCOMB FAN,1,2010-10-13 16:18:00,1.65,15652.0,United Kingdom
530280,21166,COOK WITH WINE METAL SIGN ,1,2010-11-02 12:02:00,1.95,16117.0,United Kingdom
538148,22197,SMALL POPCORN HOLDER,2,2010-12-09 16:26:00,1.66,,United Kingdom
537771,22174,PHOTO CUBE,48,2010-12-08 12:29:00,1.48,15498.0,United Kingdom
538071,21981,PACK OF 12 WOODLAND TISSUES ,3,2010-12-09 14:09:00,0.85,,United Kingdom
525234,21556,CERAMIC STRAWBERRY MONEY BOX,6,2010-10-04 14:15:00,2.55,15730.0,United Kingdom
538071,85131D,BEADED CRYSTAL HEART PINK ON STICK,2,2010-12-09 14:09:00,0.85,,United Kingdom
531350,22304,COFFEE MUG BLUE PAISLEY DESIGN,4,2010-11-07 13:31:00,2.55,12748.0,United Kingdom
537781,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,1,2010-12-08 12:46:00,1.25,17341.0,United Kingdom
525755,84510E,SET OF 4 GREEN CAROUSEL COASTERS,1,2010-10-07 10:23:00,2.51,,United Kingdom
528895,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-10-25 13:03:00,1.25,12748.0,United Kingdom
535418,22866,HAND WARMER SCOTTY DOG DESIGN,20,2010-11-26 11:47:00,2.1,17377.0,United Kingdom
536592,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1,2010-12-01 17:06:00,13.57,,United Kingdom
537640,21976,PACK OF 60 MUSHROOM CAKE CASES,5,2010-12-07 15:31:00,2.13,,United Kingdom
534754,20681,PINK POLKADOT CHILDRENS UMBRELLA,3,2010-11-24 10:02:00,6.77,,United Kingdom
531437,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-11-08 12:20:00,4.65,13377.0,United Kingdom
529031,40001,WHITE BAMBOO RIBS LAMPSHADE,144,2010-10-26 11:45:00,0.64,15311.0,United Kingdom
538040,20961,STRAWBERRY BATH SPONGE ,2,2010-12-09 13:08:00,1.25,16520.0,United Kingdom
534679,82599,FANNY'S REST STOPMETAL SIGN,12,2010-11-23 14:42:00,2.1,14755.0,United Kingdom
537240,21871,SAVE THE PLANET MUG,2,2010-12-06 10:08:00,3.36,,United Kingdom
535958,21481,FAWN BLUE HOT WATER BOTTLE,3,2010-11-29 12:33:00,2.95,16161.0,United Kingdom
526914,22898,CHILDRENS APRON APPLES DESIGN,3,2010-10-13 16:17:00,1.95,17338.0,United Kingdom
535413,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2010-11-26 11:34:00,5.06,,United Kingdom
532953,22114,HOT WATER BOTTLE TEA AND SYMPATHY,5,2010-11-15 12:17:00,8.47,,United Kingdom
534174,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2010-11-21 13:35:00,0.29,12573.0,France
532647,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-11-14 10:11:00,4.65,17243.0,United Kingdom
532382,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2010-11-11 18:24:00,3.75,16081.0,United Kingdom
538071,20897,VINTAGE NOTEBOOK PARIS DAYS,1,2010-12-09 14:09:00,5.91,,United Kingdom
527261,22896,PEG BAG APPLE DESIGN,6,2010-10-15 12:44:00,2.55,13767.0,United Kingdom
528598,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-10-22 14:53:00,4.95,15750.0,United Kingdom
532613,22866,HAND WARMER SCOTTY DOG DESIGN,7,2010-11-12 15:20:00,4.21,,United Kingdom
534201,22096,PINK PAISLEY SQUARE TISSUE BOX ,2,2010-11-21 15:24:00,1.25,13550.0,United Kingdom
538524,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,2010-12-13 09:35:00,10.17,,United Kingdom
536009,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2010-11-29 15:07:00,0.42,12415.0,Australia
531728,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,3,2010-11-09 12:07:00,1.65,16223.0,United Kingdom
537823,21479,WHITE SKULL HOT WATER BOTTLE ,2,2010-12-08 14:25:00,7.62,,United Kingdom
534006,21327,SKULLS WRITING SET ,1,2010-11-19 14:29:00,3.36,,United Kingdom
537239,22767,TRIPLE PHOTO FRAME CORNICE ,2,2010-12-06 10:05:00,9.95,18219.0,United Kingdom
525716,21385,IVORY HANGING DECORATION  HEART,24,2010-10-06 14:34:00,0.85,14329.0,United Kingdom
535108,84378,SET OF 3 HEART COOKIE CUTTERS,3,2010-11-25 11:19:00,1.25,14963.0,United Kingdom
526867,22443,GROW YOUR OWN HERBS SET OF 3,1,2010-10-13 13:32:00,7.95,14204.0,United Kingdom
532252,22180,RETROSPOT LAMP,12,2010-11-11 12:45:00,8.5,17416.0,United Kingdom
530850,21918,SET 12 KIDS COLOUR  CHALK STICKS,5,2010-11-04 14:49:00,0.85,,United Kingdom
532419,21735,TWO DOOR CURIO CABINET,2,2010-11-12 09:18:00,25.49,,United Kingdom
527413,21705,BAG 500g SWIRLY MARBLES,12,2010-10-17 15:13:00,1.65,13131.0,United Kingdom
534083,21812,GARLAND WITH HEARTS AND BELLS,6,2010-11-21 11:52:00,4.95,13668.0,United Kingdom
536537,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,8,2010-12-01 13:51:00,3.75,15922.0,United Kingdom
524879,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-10-01 10:45:00,1.95,16101.0,United Kingdom
537707,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-08 10:53:00,1.45,14032.0,United Kingdom
537154,21479,WHITE SKULL HOT WATER BOTTLE ,8,2010-12-05 13:05:00,3.75,15808.0,United Kingdom
535322,21656,RIDGED GLASS POSY VASE ,1,2010-11-25 15:19:00,3.36,,United Kingdom
534215,22296,HEART IVORY TRELLIS LARGE,12,2010-11-21 16:04:00,1.65,16600.0,United Kingdom
526056,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2010-10-08 11:52:00,0.85,15080.0,United Kingdom
529157,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1,2010-10-26 16:49:00,2.95,13969.0,United Kingdom
536587,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2010-12-01 16:33:00,1.95,14142.0,United Kingdom
533114,22818,CARD CHRISTMAS VILLAGE,12,2010-11-16 12:22:00,0.42,14675.0,United Kingdom
537065,47566,PARTY BUNTING,5,2010-12-05 11:57:00,4.65,12567.0,France
536031,21943,CAKES AND RABBITS DESIGN FLANNEL ,1,2010-11-29 16:45:00,1.66,,United Kingdom
537141,22192,BLUE DINER WALL CLOCK,1,2010-12-05 12:57:00,8.5,15570.0,United Kingdom
534754,21802,CHRISTMAS TREE HEART DECORATION,3,2010-11-24 10:02:00,0.85,,United Kingdom
525965,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-10-08 09:32:00,2.95,16717.0,United Kingdom
529623,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-10-29 11:49:00,3.75,15544.0,United Kingdom
531281,84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,2010-11-07 11:55:00,0.55,17062.0,United Kingdom
537237,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-06 09:58:00,7.62,,United Kingdom
527841,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2010-10-19 11:29:00,1.25,17219.0,United Kingdom
531727,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2010-11-09 12:07:00,2.1,16477.0,United Kingdom
534709,22149,FELTCRAFT 6 FLOWER FRIENDS,11,2010-11-23 16:53:00,2.51,,United Kingdom
538634,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2010-12-13 13:28:00,2.95,14085.0,United Kingdom
535810,16011,ANIMAL STICKERS,3,2010-11-28 15:14:00,0.21,16893.0,United Kingdom
527474,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2010-10-18 11:25:00,3.75,17220.0,United Kingdom
525448,84270,ASSTD DESIGN BUBBLE GUM RING,30,2010-10-05 14:05:00,0.21,16938.0,United Kingdom
537221,22633,HAND WARMER UNION JACK,4,2010-12-05 15:54:00,2.1,17965.0,United Kingdom
536752,37370,RETRO COFFEE MUGS ASSORTED,6,2010-12-02 14:06:00,1.06,17850.0,United Kingdom
530509,22804,CANDLEHOLDER PINK HANGING HEART,7,2010-11-03 12:07:00,2.95,16779.0,United Kingdom
538951,20724,RED RETROSPOT CHARLOTTE BAG,1,2010-12-15 11:26:00,0.85,16782.0,United Kingdom
528577,22652,TRAVEL SEWING KIT,5,2010-10-22 13:13:00,4.21,,United Kingdom
532139,21802,CHRISTMAS TREE HEART DECORATION,21,2010-11-11 11:18:00,0.43,,United Kingdom
537240,22106,MIRROR MOSAIC HURRICANE LAMP ,1,2010-12-06 10:08:00,5.06,,United Kingdom
525075,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-10-03 15:24:00,4.95,16782.0,United Kingdom
537240,22855,FINE WICKER HEART ,12,2010-12-06 10:08:00,2.51,,United Kingdom
534172,22748,POPPY'S PLAYHOUSE KITCHEN,10,2010-11-21 13:30:00,2.1,14800.0,United Kingdom
526992,21657,MILK BOTTLE WITH GLASS STOPPER ,3,2010-10-14 11:15:00,6.95,17720.0,United Kingdom
527392,21432,SET OF 3 CASES WOODLAND DESIGN,1,2010-10-17 13:28:00,5.95,14044.0,United Kingdom
535318,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,2010-11-25 15:01:00,1.25,13573.0,United Kingdom
527423,22574,HEART WOODEN CHRISTMAS DECORATION,12,2010-10-17 16:06:00,0.85,14755.0,United Kingdom
537608,22508,DOORSTOP RETROSPOT HEART,2,2010-12-07 13:20:00,3.75,15024.0,United Kingdom
528382,22310,IVORY KNITTED MUG COSY ,1,2010-10-21 18:01:00,3.36,,United Kingdom
536031,21774,DECORATIVE CATS BATHROOM BOTTLE,1,2010-11-29 16:45:00,2.51,,United Kingdom
539245,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1,2010-12-16 13:25:00,1.25,,United Kingdom
531771,22891,TEA FOR ONE POLKADOT,3,2010-11-09 14:24:00,4.25,17738.0,United Kingdom
536353,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2010-11-30 17:43:00,3.75,17160.0,United Kingdom
538853,10002,INFLATABLE POLITICAL GLOBE ,4,2010-12-14 13:35:00,0.85,16805.0,United Kingdom
531373,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2010-11-07 15:49:00,1.65,15996.0,United Kingdom
534244,22865,HAND WARMER OWL DESIGN,2,2010-11-22 10:59:00,2.1,16972.0,United Kingdom
535790,21285,RETROSPOT CANDLE  MEDIUM,3,2010-11-28 14:28:00,2.1,17368.0,United Kingdom
535457,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2010-11-26 12:56:00,1.69,15028.0,United Kingdom
530648,22633,HAND WARMER UNION JACK,24,2010-11-04 08:41:00,2.1,14062.0,United Kingdom
535247,22386,JUMBO BAG PINK POLKADOT,30,2010-11-25 12:40:00,1.95,14824.0,United Kingdom
537240,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2010-12-06 10:08:00,2.51,,United Kingdom
528130,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2010-10-20 14:59:00,2.95,13723.0,United Kingdom
533581,22147,FELTCRAFT BUTTERFLY HEARTS,1,2010-11-18 11:29:00,1.45,16445.0,United Kingdom
529298,22355,CHARLOTTE BAG SUKI DESIGN,20,2010-10-27 12:26:00,0.85,16458.0,United Kingdom
536544,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,2,2010-12-01 14:32:00,2.51,,United Kingdom
536272,22866,HAND WARMER SCOTTY DOG DESIGN,1,2010-11-30 16:01:00,2.1,15867.0,United Kingdom
539766,21253,SET OF PICTURE FRAME  STICKERS,6,2010-12-22 11:11:00,2.95,14092.0,United Kingdom
527951,84378,SET OF 3 HEART COOKIE CUTTERS,2,2010-10-19 15:36:00,2.51,,United Kingdom
526396,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,2,2010-10-11 13:28:00,2.55,18109.0,United Kingdom
531387,22687,DOORMAT CHRISTMAS VILLAGE,2,2010-11-08 09:20:00,14.43,,United Kingdom
534235,21733,RED HANGING HEART T-LIGHT HOLDER,12,2010-11-22 10:28:00,2.95,13086.0,United Kingdom
532764,22812,PACK 3 BOXES CHRISTMAS PANNETONE,1,2010-11-14 14:07:00,1.95,14684.0,United Kingdom
536255,22867,HAND WARMER BIRD DESIGN,12,2010-11-30 15:02:00,2.1,13267.0,United Kingdom
531302,20654,FIRST CLASS LUGGAGE TAG ,1,2010-11-07 12:03:00,1.25,16904.0,United Kingdom
524944,22532,MAGIC DRAWING SLATE LEAP FROG ,1,2010-10-01 12:24:00,0.42,15276.0,United Kingdom
531493,84559B,3D SHEET OF CAT STICKERS,3,2010-11-08 15:12:00,0.85,17984.0,United Kingdom
539437,21947,SET OF 6 HEART CHOPSTICKS,3,2010-12-17 14:54:00,2.51,,United Kingdom
531863,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2010-11-10 10:50:00,1.65,13671.0,United Kingdom
538071,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2010-12-09 14:09:00,2.51,,United Kingdom
537823,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1,2010-12-08 14:25:00,1.66,,United Kingdom
537781,21143,ANTIQUE GLASS HEART DECORATION ,2,2010-12-08 12:46:00,1.95,17341.0,United Kingdom
535944,85194S,HANGING SPRING FLOWER EGG SMALL,5,2010-11-29 11:51:00,0.65,17237.0,United Kingdom
528263,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,2010-10-21 11:52:00,2.55,16412.0,United Kingdom
534830,21538,DAIRY MAID  PUDDING BOWL,2,2010-11-24 13:01:00,3.75,17315.0,United Kingdom
537054,22300,COFFEE MUG DOG + BALL DESIGN,1,2010-12-05 11:40:00,2.55,16931.0,United Kingdom
535805,21328,BALLOONS  WRITING SET ,3,2010-11-28 15:04:00,1.65,15583.0,United Kingdom
532826,22078,RIBBON REEL LACE DESIGN ,1,2010-11-15 09:32:00,4.21,,United Kingdom
532642,84987,SET OF 36 TEATIME PAPER DOILIES,2,2010-11-12 17:00:00,2.98,,United Kingdom
537240,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,8,2010-12-06 10:08:00,1.66,,United Kingdom
537179,22867,HAND WARMER BIRD DESIGN,48,2010-12-05 13:29:00,2.1,13767.0,United Kingdom
533473,22633,HAND WARMER UNION JACK,12,2010-11-17 12:47:00,2.1,18172.0,United Kingdom
535139,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2010-11-25 11:40:00,1.69,15271.0,United Kingdom
532418,22270,HAPPY EASTER HANGING DECORATION,4,2010-11-12 09:10:00,3.75,14911.0,EIRE
529186,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-10-26 18:44:00,0.55,12645.0,Germany
538626,22667,RECIPE BOX RETROSPOT ,2,2010-12-13 12:57:00,2.95,17338.0,United Kingdom
530437,22030,SWALLOWS GREETING CARD,12,2010-11-03 11:13:00,0.42,15915.0,United Kingdom
537666,84846A,SCENTED CANDLE IN DIGITALIS TIN,2,2010-12-07 18:36:00,4.21,,United Kingdom
533577,21623,VINTAGE UNION JACK MEMOBOARD,5,2010-11-18 11:08:00,9.95,17377.0,United Kingdom
530342,22617,BAKING SET SPACEBOY DESIGN,15,2010-11-02 15:34:00,4.95,18041.0,United Kingdom
534190,22077,6 RIBBONS RUSTIC CHARM,12,2010-11-21 14:21:00,1.65,12807.0,Sweden
525857,22407,MONEY BOX FIRST ADE DESIGN,2,2010-10-07 13:09:00,1.25,17860.0,United Kingdom
